0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
1.702739,1.975726,1.694967,2.282912,2.482721,0.371416,0.589136,1.876640,1.671602,1.322670,-0.011796,0.129376,0.085268,-0.116293,-0.068439,-0.007412,1.704477,1.684453,1.573506,1.771648,1.926687,1.985197,1.928741,2.060016,1.813732,1.183516,-0.212127,1.089909,0.125328,-0.195213,-0.137544,-0.103369
1.486833,1.842568,1.530619,2.175467,2.357481,0.334370,0.553138,1.610016,1.474832,1.226933,-0.013750,0.112371,0.043621,-0.163746,-0.102027,-0.076742,1.436038,1.466854,1.408809,1.614915,1.796435,1.711406,1.436889,1.450985,1.635770,1.085771,-0.212127,1.042911,0.099233,-0.223618,-0.168553,-0.154161
1.618215,1.929044,1.650062,2.200484,2.325950,0.310557,0.544474,1.601631,1.510783,1.311977,-0.001796,0.148887,0.120171,-0.103010,-0.069507,-0.036810,1.546384,1.579562,1.484893,1.685627,1.819297,1.682055,1.462006,1.459324,1.730330,1.147148,-0.212127,1.198227,0.191576,-0.185929,-0.135967,-0.117324
2.031805,3.417890,2.146375,2.136334,2.274896,0.294942,0.521785,1.569076,1.467511,1.364253,-0.014684,0.119095,0.054363,-0.145776,-0.093177,-0.056892,1.606562,1.985319,1.782740,1.592395,1.713651,1.634957,1.394140,1.351575,1.489375,1.086617,-0.212127,1.049005,0.100550,-0.223983,-0.167558,-0.143528
2.017637,2.704423,2.029492,2.259361,2.353262,0.316130,0.570573,1.731838,1.538947,1.149203,-0.033831,0.120204,0.093644,-0.113767,-0.051379,0.012126,1.769119,1.903051,1.677057,1.650347,1.717297,1.700111,1.576047,1.418204,1.448177,1.026402,-0.212127,1.067371,0.155791,-0.184201,-0.138144,-0.081950
2.209952,2.740423,2.209581,1.950284,2.205940,0.317644,0.527833,1.507457,1.373232,1.146633,-0.023653,0.139874,0.107256,-0.096049,-0.029472,0.021184,2.122264,2.030342,1.661001,1.500205,1.555566,1.519025,1.307320,1.353302,1.357532,1.026742,-0.212127,1.164989,0.172385,-0.182009,-0.124808,-0.056827
1.718866,2.387068,1.708094,1.905236,2.060567,0.280340,0.475835,1.457653,1.351746,1.090253,-0.033303,0.110271,0.052344,-0.157015,-0.088026,-0.062534,1.488876,1.579163,1.422416,1.444472,1.558900,1.496098,1.339519,1.329125,1.487959,1.079263,-0.212127,1.052472,0.105425,-0.217656,-0.169449,-0.139009
1.940060,2.178676,2.009137,2.119792,2.398708,0.342673,0.565521,1.506568,1.363942,1.154729,-0.022205,0.128096,0.086822,-0.117755,-0.059748,-0.001336,1.689214,1.652218,1.525326,1.502470,1.653492,1.596912,1.461567,1.485609,1.539255,1.043035,-0.212127,1.088402,0.129745,-0.185364,-0.132256,-0.094780
1.951563,2.276216,2.017893,1.899985,2.195153,0.304170,0.497772,1.543704,1.384770,1.152699,-0.016587,0.129931,0.124941,-0.067083,-0.008180,0.046313,1.839637,1.773171,1.716760,1.645118,1.815494,1.782984,1.619103,1.652039,1.536240,1.104328,-0.212127,1.134586,0.196766,-0.133798,-0.087311,-0.040626
2.030698,2.355905,2.153292,1.835427,2.128752,0.283015,0.468872,1.441357,1.383567,1.180210,0.001209,0.186913,0.151050,-0.046484,-0.012402,0.045708,1.821418,1.856226,1.767224,1.607296,1.676022,1.576283,1.395853,1.407044,1.501676,1.116278,-0.212127,1.207077,0.250735,-0.134073,-0.081931,-0.036528
2.091429,2.377609,2.010920,1.833076,2.104997,0.281386,0.498749,1.518521,1.285843,1.122851,-0.026933,0.102649,0.080156,-0.100451,-0.040268,0.027189,1.907316,1.848335,1.677818,1.572785,1.691271,1.582321,1.569615,1.527786,1.497263,1.035411,-0.212127,1.058289,0.136169,-0.178027,-0.112475,-0.067062
1.855531,2.256341,1.917119,1.896177,2.157867,0.272907,0.444727,1.402647,1.251402,1.350600,-0.024668,0.103581,0.067634,-0.110887,-0.052263,0.007034,1.698967,1.716735,1.648258,1.621968,1.694273,1.588076,1.477009,1.479064,1.473208,1.085045,-0.212127,1.109274,0.138977,-0.172497,-0.113218,-0.069273
1.957877,2.321852,2.037998,1.954971,2.232703,0.306741,0.475217,1.484188,1.347620,1.165765,-0.046185,0.082628,0.069410,-0.099249,-0.037751,0.030370,1.816645,1.781574,1.756967,1.723475,1.779806,1.673126,1.510352,1.473686,1.627731,1.028399,-0.212127,0.988900,0.135765,-0.163358,-0.094055,-0.048534
2.081210,2.447229,2.194884,1.976037,2.390999,0.340923,0.479757,1.525440,1.446757,1.331788,-0.010571,0.126465,0.149631,-0.069463,0.018979,0.082453,1.863837,1.867873,1.877097,1.738617,1.768701,1.679168,1.464196,1.482313,1.539046,1.141195,-0.212127,1.127557,0.186299,-0.123380,-0.055303,-0.017734
1.925882,2.846795,2.045455,2.104705,2.253233,0.294930,0.453758,1.416697,1.286913,1.049414,-0.051714,0.085352,0.054942,-0.125411,-0.057668,-0.007136,1.660162,1.655275,1.606860,1.609447,1.723298,1.635304,1.456446,1.460235,1.535632,0.975796,-0.212127,1.011474,0.104124,-0.194296,-0.134584,-0.087041
2.104002,2.792308,2.372022,1.972987,2.223249,0.316023,0.553525,1.612731,1.331791,1.036831,-0.042189,0.084696,0.066435,-0.112246,-0.041048,0.030216,1.793541,1.841453,1.796170,1.575933,1.638906,1.635576,1.671949,1.603389,1.549942,1.079422,-0.212127,1.021220,0.111556,-0.170574,-0.114195,-0.059165
2.773741,2.942807,2.984902,1.957876,2.137697,0.272509,0.404381,1.341546,1.320482,1.092094,-0.038964,0.123491,0.177049,0.025793,0.053634,0.235663,2.546388,2.442483,2.181728,1.784703,1.593590,1.370555,1.221665,1.320951,1.324397,0.960080,-0.212127,1.086961,0.201984,-0.064481,0.014045,0.126572
2.131640,2.657012,2.273078,2.240789,2.651750,0.303839,0.385221,1.178020,1.392487,1.214749,-0.024063,0.124086,0.086972,-0.107843,-0.045216,0.018986,1.906695,1.884647,1.695673,1.519918,1.575694,1.439250,1.082246,1.156006,1.399430,1.024708,-0.212127,1.131894,0.140660,-0.170376,-0.113790,-0.057528
2.204007,2.719523,2.309448,1.585460,1.730771,0.208749,0.297510,1.002203,1.148050,1.028928,-0.050561,0.116039,0.114504,-0.065704,-0.013132,0.063847,1.941754,1.986352,1.906637,1.543880,1.257662,1.207849,1.033097,1.127356,1.401110,0.915988,-0.212127,1.051510,0.156152,-0.150527,-0.086996,-0.021889
2.200407,2.708899,2.175930,1.884406,2.014257,0.251409,0.350899,1.126954,1.243444,0.945221,-0.070097,0.081497,0.015954,-0.141536,-0.070246,0.005802,1.932365,1.942117,1.685859,1.382183,1.389231,1.268675,1.014980,1.177542,1.385703,0.831355,-0.212127,0.957129,0.047787,-0.206416,-0.142431,-0.066431
2.058344,2.397370,2.166735,1.612115,1.940690,0.259174,0.389669,1.168925,1.160629,0.918413,-0.068885,0.092130,0.038329,-0.129945,-0.058537,0.011277,1.876318,1.839281,1.716196,1.477714,1.420156,1.326919,1.124616,1.254180,1.381518,0.870390,-0.212127,0.971864,0.068855,-0.200270,-0.139495,-0.069368
2.068085,2.388699,2.166347,1.680210,2.112995,0.281753,0.406892,1.134944,1.100976,1.043383,-0.045839,0.095655,0.043407,-0.132148,-0.061520,0.011700,1.867139,1.817462,1.764509,1.580787,1.532676,1.491775,1.215155,1.089268,1.213279,0.927317,-0.212127,0.983741,0.085302,-0.196915,-0.135644,-0.067518
2.258824,2.452171,2.218605,1.767944,2.029334,0.283344,0.404722,1.140609,1.105184,0.935794,-0.072128,0.083417,0.080736,-0.079029,-0.005624,0.079861,2.057685,1.923944,1.824546,1.571544,1.455752,1.327622,1.116425,1.011332,1.240188,0.910231,-0.212127,1.023237,0.154848,-0.133246,-0.065514,0.003556
2.124942,2.441481,2.165223,1.565632,1.871438,0.255477,0.373653,1.082881,1.061267,0.948878,-0.067375,0.084798,0.055368,-0.108655,-0.034559,0.041846,1.939599,1.917262,1.759524,1.486510,1.372144,1.310984,1.064372,0.968931,1.192895,0.878747,-0.212127,0.976185,0.129170,-0.162879,-0.103017,-0.031932
2.002224,2.353080,2.098130,1.591622,1.963780,0.284720,0.454955,1.354661,1.328580,1.026748,-0.071783,0.089206,0.072246,-0.127218,-0.051300,0.003252,1.821568,1.770139,1.685914,1.470287,1.462116,1.461488,1.239009,1.192361,1.394530,0.967422,-0.212127,1.327265,0.190684,-0.184952,-0.136639,-0.078771
1.993189,2.352882,2.107757,1.529080,1.903739,0.275628,0.428915,1.280912,1.374616,1.095788,-0.048264,0.073782,0.041100,-0.127489,-0.058486,-0.006694,1.822906,1.758118,1.661391,1.433933,1.403767,1.388662,1.218112,1.123283,1.372376,1.014644,-0.212127,0.992847,0.130142,-0.187765,-0.139974,-0.079837
2.182911,2.769940,2.193768,1.686889,1.891282,0.260280,0.406144,1.224852,1.260196,0.937556,-0.101222,0.057455,0.069781,-0.067034,-0.025062,0.069652,2.120466,1.963247,1.747807,1.477452,1.402668,1.356454,1.149475,1.099867,1.303022,0.871308,-0.212127,0.833397,0.151294,-0.129224,-0.101246,-0.016555
2.339009,3.274632,2.253805,1.914845,2.015724,0.278964,0.428968,1.295778,1.198526,0.966074,-0.095077,0.043026,0.017764,-0.125796,-0.050926,0.014593,2.028159,2.124440,1.775076,1.408980,1.472467,1.420464,1.183471,1.142266,1.380513,0.993076,-0.212127,0.808785,0.093689,-0.174340,-0.126138,-0.065675
2.260640,2.851151,2.436219,1.841617,2.112248,0.371976,0.508417,1.365498,1.247158,1.008683,-0.096255,0.047321,0.020644,-0.113495,-0.043883,0.061204,2.089957,2.087446,1.884915,1.504436,1.515181,1.548045,1.303286,1.285670,1.356326,0.994868,-0.212127,0.878774,0.094147,-0.158924,-0.104488,-0.023890
2.125987,2.754093,2.255754,1.853546,2.063143,0.323727,0.477644,1.381198,1.208321,0.956774,-0.098302,0.043290,0.014837,-0.130854,-0.049304,0.020111,1.861421,1.938920,1.729462,1.428040,1.595218,1.617666,1.239467,1.165347,1.283695,0.928645,-0.212127,0.827415,0.086384,-0.182387,-0.125369,-0.065114
2.195400,2.753492,2.306252,1.751607,1.863529,0.241176,0.401487,1.292789,1.270998,1.035915,-0.082643,0.063002,0.060963,-0.101487,-0.023623,0.053295,1.940221,1.939499,1.834225,1.515059,1.439236,1.369709,1.167904,1.151403,1.415815,0.982284,-0.212127,0.892844,0.134837,-0.147948,-0.091789,-0.026855
2.995186,4.000000,3.007450,2.125409,2.347120,0.281354,0.408533,1.304195,1.241420,1.032578,-0.082488,0.065959,0.063570,-0.089864,-0.001183,0.096979,2.364269,2.643291,2.359406,1.567652,1.550381,1.458333,1.179147,1.134422,1.272934,0.952087,-0.212127,0.855355,0.119534,-0.139718,-0.090632,-0.002426
2.060945,2.255739,2.182104,1.937226,2.192250,0.285836,0.470717,1.512929,1.477863,1.132328,-0.081228,0.051779,0.077863,-0.058906,0.007394,0.133993,2.041709,1.864944,1.804005,1.739489,1.748609,1.539489,1.353040,1.311741,1.534162,1.012419,-0.212127,0.914312,0.179873,-0.099027,-0.046077,0.067524
1.935192,2.163674,2.090286,1.956778,2.293479,0.348765,0.600781,1.766186,1.458633,1.325927,-0.019770,0.107265,0.107262,-0.095901,-0.025009,0.053763,1.881103,1.696071,1.665867,1.577008,1.610586,1.551466,1.434770,1.307468,1.467756,1.127456,-0.212127,1.061835,0.166600,-0.145540,-0.083116,-0.028190
1.947227,2.183366,2.131331,1.975642,2.315952,0.340544,0.545048,1.717317,1.677203,1.236301,-0.073480,0.062905,0.050909,-0.107270,-0.030670,0.050841,1.938134,1.807078,1.746031,1.672094,1.690798,1.627546,1.395729,1.226027,1.434849,1.032376,-0.212127,0.905101,0.106279,-0.149322,-0.100655,-0.022987
1.725995,2.022253,1.938592,2.285247,3.204080,0.431030,0.598165,1.695368,1.524383,1.221532,-0.062033,0.067995,0.005792,-0.164111,-0.081286,-0.018393,1.652713,1.526412,1.547852,1.446836,1.513353,1.444299,1.362625,1.198090,1.269047,1.024021,-0.212127,0.920922,0.040355,-0.206279,-0.155295,-0.082927
1.627386,1.977887,1.843254,1.935979,2.454886,0.341941,0.546088,1.629926,1.522224,1.116539,-0.083302,0.055390,0.002269,-0.173338,-0.087524,-0.048745,1.568539,1.449554,1.520235,1.424504,1.439727,1.397988,1.418082,1.279227,1.480611,0.928505,-0.212127,0.916390,0.057179,-0.223926,-0.167366,-0.106669
1.881015,2.987191,2.236729,1.951988,2.361137,0.334135,0.543269,1.720598,1.687449,1.304493,-0.041177,0.097065,0.065043,-0.128344,-0.068095,-0.018162,1.669688,1.800766,1.739146,1.432332,1.431922,1.372292,1.342492,1.223121,1.420529,0.998753,-0.212127,1.040283,0.124324,-0.183069,-0.134892,-0.061345
1.769431,2.477195,2.093474,2.049228,2.399713,0.346587,0.534388,1.671911,1.602855,1.165969,-0.083568,0.053629,-0.012773,-0.179951,-0.091556,-0.045404,1.575205,1.585224,1.570078,1.349235,1.423496,1.425266,1.342421,1.270580,1.396014,0.961998,-0.212127,0.888634,0.032191,-0.216706,-0.165093,-0.097259
1.905692,2.467869,2.346751,2.012256,2.287539,0.351552,0.537478,1.725969,1.729914,1.491696,-0.076470,0.053574,-0.009228,-0.174198,-0.088984,-0.032890,1.650420,1.668926,1.599515,1.415372,1.484749,1.420873,1.330292,1.213907,1.366406,0.924365,-0.212127,0.875450,0.028668,-0.213085,-0.161949,-0.098297
1.748586,2.454110,2.104879,1.965263,2.231122,0.307525,0.534449,1.663174,1.549128,1.131883,-0.073913,0.064365,-0.019760,-0.191537,-0.098635,-0.059925,1.564537,1.583694,1.636241,1.414493,1.471027,1.472963,1.403497,1.351519,1.566477,1.025429,-0.212127,0.900901,0.028560,-0.232167,-0.182457,-0.119633
1.768994,2.324329,1.959991,1.956971,2.225873,0.307516,0.537088,1.649008,1.528647,1.183453,-0.074500,0.058640,-0.001475,-0.161534,-0.088282,-0.045007,1.702014,1.534281,1.530645,1.379110,1.459433,1.433615,1.399125,1.314585,1.411780,0.973127,-0.212127,0.958435,0.078085,-0.189859,-0.157491,-0.094289
1.962721,3.191166,2.161370,2.446733,2.479281,0.385648,0.582276,1.689605,1.568613,1.135570,-0.080748,0.064224,0.010036,-0.171670,-0.095853,-0.043529,1.652380,1.635111,1.606125,1.510025,1.667903,1.583453,1.334441,1.259790,1.359434,1.079975,-0.212127,0.910638,0.054324,-0.208613,-0.159502,-0.083736
1.601311,1.936945,1.662728,1.923896,2.301534,0.345799,0.549722,1.699028,1.821090,1.308863,-0.022355,0.111491,0.082470,-0.158109,-0.085318,-0.049541,1.668110,1.507095,1.517134,1.397543,1.487276,1.405366,1.294347,1.188469,1.468359,1.456561,-0.212127,0.996937,0.072451,-0.203299,-0.164627,-0.096387
1.794345,2.027332,1.775776,1.980203,2.342112,0.349356,0.572119,1.733378,1.559970,1.124639,-0.081139,0.040459,0.037341,-0.102804,-0.079109,0.022405,1.803993,1.643209,1.577638,1.448308,1.568857,1.480291,1.376178,1.234668,1.348154,1.090238,-0.212127,0.908997,0.109031,-0.164974,-0.110678,-0.012288
1.728266,2.096712,1.809189,2.011638,2.355498,0.355129,0.579527,1.760823,1.523724,1.126976,-0.080043,0.040730,-0.035337,-0.190689,-0.099360,-0.049925,1.737854,1.559517,1.608866,1.541551,1.694642,1.658697,1.552853,1.609865,1.374955,1.193149,-0.212127,0.767455,0.003163,-0.222111,-0.170106,-0.088180
1.690158,2.028430,1.844107,2.034389,2.380789,0.396220,0.700586,2.011979,1.746495,1.187736,-0.082577,0.022923,-0.048879,-0.179926,-0.077881,-0.025350,1.647892,1.539449,1.708854,1.633357,1.637976,1.538509,1.499269,1.412511,1.505569,1.132111,-0.212127,0.717684,-0.013209,-0.204579,-0.141488,-0.065444
2.024824,2.238227,1.970329,2.153580,2.654831,0.361317,0.600984,1.864096,1.697796,1.266844,-0.056437,0.044106,-0.029095,-0.178434,-0.081292,-0.018376,2.039916,2.024316,1.879789,1.535493,1.585025,1.504812,1.389169,1.353252,1.400204,1.141101,-0.212127,0.826792,-0.004096,-0.213138,-0.157717,-0.069176
1.589255,1.947970,1.759317,2.089180,2.493537,0.410590,0.763502,2.307941,2.256807,1.394337,-0.055137,0.061143,0.011929,-0.163142,-0.080863,-0.046558,1.603250,1.432037,1.538237,1.529008,1.746747,1.837692,1.642956,1.614243,1.616177,1.119092,-0.212127,0.782225,0.026890,-0.205973,-0.155145,-0.089554
1.553132,1.963066,1.697149,1.979778,2.270434,0.336044,0.598290,1.964632,1.903734,1.256261,-0.049423,0.038616,-0.046597,-0.213162,-0.107048,-0.082546,1.546929,1.442759,1.479760,1.423097,1.507659,1.397923,1.429850,1.433599,1.434667,1.034099,-0.212127,0.730902,-0.021146,-0.228942,-0.182834,-0.126466
1.868519,3.250950,2.261651,2.092060,2.361842,0.333494,0.598227,1.910918,1.852035,1.576824,-0.000383,0.122539,0.046109,-0.170800,-0.095104,-0.062275,1.599820,1.796243,1.785304,1.476111,1.554603,1.524886,1.450544,1.418039,1.439057,1.184237,-0.212127,1.057897,0.062296,-0.207568,-0.170967,-0.112628
1.855180,2.783586,2.178902,2.169466,2.486583,0.363467,0.620514,1.872728,1.794657,1.449374,0.046107,0.114214,0.018451,-0.173264,-0.085815,-0.049128,1.680077,1.767864,1.754638,1.489520,1.630023,1.519088,1.423927,1.356838,1.508136,1.243076,-0.212127,0.897433,0.019831,-0.206197,-0.155627,-0.085099
1.841882,2.599524,2.029150,2.462652,2.647639,0.407132,0.707239,2.062487,1.810340,1.567607,0.082915,0.129625,0.016853,-0.184778,-0.093070,-0.065726,1.626630,1.631100,1.691778,1.543616,1.714301,1.663364,1.605307,1.513513,1.648852,1.165911,-0.212127,0.870315,-0.001350,-0.226825,-0.175751,-0.113625
1.934899,2.789066,2.092456,2.216212,2.431806,0.339008,0.595084,1.857569,1.681535,1.342292,0.028179,0.087940,0.020289,-0.160155,-0.081514,-0.042317,1.753501,1.708278,1.732844,1.538522,1.588301,1.445742,1.366060,1.346706,1.313604,1.028673,-0.212127,0.858531,0.032314,-0.204116,-0.158151,-0.076032
2.114926,2.418376,2.089576,2.088818,2.432991,0.348295,0.588763,1.757830,1.648847,1.430236,0.032071,0.089596,0.066209,-0.118153,-0.014572,0.063638,2.115113,1.886734,1.855822,1.651683,1.719010,1.576985,1.445026,1.319058,1.368994,1.101381,-0.212127,0.838848,0.106351,-0.138758,-0.084318,0.010613
1.870247,2.317771,1.947151,1.969679,2.329723,0.331803,0.581493,1.751035,1.675743,1.364587,0.025809,0.071202,-0.015957,-0.184138,-0.098402,-0.058029,1.808960,1.749259,1.684534,1.453507,1.477356,1.361835,1.293309,1.200968,1.351990,0.970376,-0.212127,0.733835,-0.008298,-0.212698,-0.158165,-0.084376
1.914341,2.279411,1.881833,1.977759,2.351455,0.336257,0.602218,1.780092,1.709194,1.363037,0.022732,0.068933,-0.002048,-0.167341,-0.060338,-0.010750,1.815309,1.740849,1.727448,1.469264,1.539957,1.451793,1.362539,1.281604,1.409017,0.954709,-0.212127,0.714119,0.014387,-0.178145,-0.128727,-0.048029
1.730514,2.225576,1.777005,1.925216,2.329180,0.330593,0.569789,1.700562,1.651176,1.327978,0.033972,0.080051,-0.006266,-0.188553,-0.098676,-0.081806,1.567829,1.542597,1.591161,1.423548,1.488014,1.415753,1.327198,1.259344,1.412278,1.008964,-0.212127,0.772740,-0.008514,-0.221365,-0.173672,-0.114272
1.814572,2.280561,1.932458,2.083104,2.464477,0.380252,0.651917,1.924954,1.809141,1.475897,0.065065,0.105371,0.058639,-0.151075,-0.070821,-0.047366,1.695984,1.585964,1.647812,1.490058,1.576039,1.472704,1.343869,1.271093,1.430086,1.065543,-0.212127,0.913034,0.057135,-0.197954,-0.155561,-0.093180
1.753650,2.239871,1.879735,2.101964,2.427190,0.407913,0.726387,2.071097,1.879510,1.499510,0.061501,0.107409,0.064426,-0.154579,-0.076778,-0.058611,1.529361,1.559847,1.680971,1.594422,1.683852,1.621250,1.499927,1.402562,1.628316,1.077917,-0.212127,0.924645,0.064588,-0.202314,-0.156807,-0.106390
1.718463,2.234011,1.821314,2.133897,2.473706,0.414165,0.725488,1.982457,1.832110,1.433019,0.067236,0.088867,0.013686,-0.166212,-0.081580,-0.064701,1.562349,1.587261,1.652992,1.603913,1.735513,1.587558,1.452793,1.400905,1.619017,1.030105,-0.212127,0.776189,0.006771,-0.212375,-0.154598,-0.105301
1.855054,3.093533,2.022658,1.863144,2.083457,0.297500,0.610057,2.091151,2.117292,1.739052,0.119154,0.153059,0.079527,-0.159721,-0.081007,-0.059954,1.566203,1.644875,1.657720,1.412333,1.487763,1.573403,1.712662,2.040058,1.817828,1.081151,-0.212127,0.908235,0.040879,-0.199452,-0.162458,-0.119901
2.066866,2.993780,2.358076,2.348199,2.719289,0.327625,0.555357,1.695513,1.707592,1.477325,0.077624,0.132605,0.123351,-0.105271,-0.039428,0.002177,1.629851,1.781745,1.916640,1.544092,1.514254,1.388119,1.280627,1.376925,1.546758,1.174223,-0.212127,0.955012,0.140048,-0.141256,-0.117138,-0.041922
2.217014,2.941702,2.224387,2.212415,2.368596,0.372817,0.646473,1.971429,1.873911,1.484014,0.077743,0.124166,0.093137,-0.125083,-0.060777,-0.012086,1.770247,1.783975,1.724000,1.460371,1.707520,1.657386,1.472106,1.560179,1.605690,1.079408,-0.212127,0.933469,0.098331,-0.168489,-0.134373,-0.079703
2.079583,2.886751,2.142460,1.998349,2.087455,0.309848,0.604987,1.820015,1.797589,1.552436,0.087162,0.133558,0.105840,-0.116448,-0.060848,-0.032965,1.718382,1.760373,1.702620,1.378052,1.499449,1.499984,1.522869,1.589312,1.776660,1.232316,-0.212127,1.026383,0.122876,-0.178737,-0.148419,-0.085109
2.293680,3.699063,2.372689,2.355767,2.252187,0.325367,0.645559,1.998259,2.045955,1.815019,0.119421,0.151133,0.092215,-0.140281,-0.077751,-0.047533,1.674577,1.925723,1.830941,1.315473,1.556733,1.624862,1.598719,1.634498,1.605833,1.181360,-0.212127,1.033703,0.105257,-0.197905,-0.156438,-0.093294
1.927255,2.529688,1.930658,1.791964,2.017976,0.292575,0.610172,1.965315,1.984417,1.720609,0.152902,0.152352,0.108358,-0.126553,-0.066632,-0.044183,1.634615,1.681054,1.598080,1.299630,1.437951,1.536709,1.579975,1.722036,1.635285,1.267137,-0.212127,1.000727,0.112867,-0.191129,-0.145964,-0.094552
1.962768,2.569339,2.013779,1.899067,2.178204,0.314387,0.631004,1.931546,1.915229,1.642660,0.099086,0.132862,0.079307,-0.131735,-0.067964,-0.028057,1.765385,1.768452,1.746039,1.448009,1.510736,1.541732,1.465348,1.578593,1.549971,1.112566,-0.212127,0.878800,0.084293,-0.190086,-0.142343,-0.074176
2.054145,2.632302,2.139983,1.948093,2.236276,0.335935,0.658844,1.960222,2.016671,1.752551,0.111259,0.138307,0.107170,-0.109679,-0.044392,-0.000602,1.720333,1.785551,1.787506,1.421256,1.535817,1.617350,1.451041,1.505606,1.474348,1.232974,-0.212127,0.935108,0.131193,-0.172676,-0.130860,-0.070032
2.117164,2.779480,2.255401,1.948189,2.192229,0.318193,0.613151,1.893831,2.098030,1.702011,0.170973,0.172105,0.173222,-0.074132,0.006797,0.050138,1.677766,1.957217,1.918654,1.487645,1.455835,1.497132,1.410720,1.487728,1.505995,1.267208,-0.212127,0.997297,0.189864,-0.129971,-0.093812,-0.015180
1.894555,2.572581,2.009257,1.858811,2.167944,0.279014,0.586875,1.790023,1.824473,1.534466,0.121525,0.137591,0.083992,-0.129461,-0.066331,-0.023973,1.552054,1.710741,1.638549,1.270191,1.377738,1.416481,1.364257,1.421855,1.431145,0.950259,-0.212127,0.901090,0.097122,-0.188187,-0.145676,-0.085565
1.923215,2.605875,2.072462,1.952248,2.351223,0.290708,0.594667,1.814056,1.848678,1.593031,0.156314,0.170365,0.127625,-0.115212,-0.058975,-0.020099,1.563611,1.781914,1.716763,1.330646,1.452859,1.466673,1.418949,1.457827,1.491597,1.060691,-0.212127,1.079227,0.167630,-0.176980,-0.139247,-0.084566
2.053172,2.700109,2.307893,2.516459,2.869311,0.375293,0.696364,2.008151,1.980264,1.689250,0.152947,0.179173,0.132131,-0.081704,-0.022810,0.043381,1.788263,1.874081,1.958865,1.700725,1.751814,1.748936,1.591784,1.560648,1.746048,1.185574,-0.212127,1.031572,0.174941,-0.145256,-0.094986,-0.000256
2.047380,3.344649,2.257552,1.949726,2.338612,0.280052,0.582384,1.764181,1.860668,1.629988,0.151991,0.173875,0.107213,-0.118073,-0.068962,-0.016820,1.557071,1.896744,1.785816,1.222719,1.289459,1.402518,1.443899,1.537515,1.532034,1.051384,-0.212127,0.988303,0.119816,-0.178239,-0.141420,-0.090379
1.993286,2.892170,2.067912,2.129750,2.456664,0.277279,0.539918,1.660027,1.813218,1.621220,0.127370,0.158289,0.099312,-0.124583,-0.046170,-0.013441,1.768538,1.745574,1.658638,1.209177,1.393777,1.470444,1.392268,1.383877,1.524196,1.049615,-0.212127,0.969316,0.121572,-0.175320,-0.114506,-0.053669
2.166099,2.910742,2.122548,2.309368,2.652620,0.313094,0.580560,1.741471,1.816129,1.612727,0.132005,0.164980,0.103035,-0.120008,-0.058965,-0.012358,1.855883,1.917484,1.799661,1.219135,1.321544,1.411048,1.448406,1.418094,1.524886,1.087519,-0.212127,1.064195,0.135596,-0.177884,-0.125724,-0.050850
2.129094,2.970447,2.221082,2.018203,2.271286,0.350239,0.697903,2.011502,2.033180,1.736188,0.141449,0.202520,0.148012,-0.123145,-0.051390,-0.020640,1.643731,1.795338,1.790857,1.327940,1.438478,1.670768,1.806180,1.610307,1.651988,1.096033,-0.212127,1.339061,0.194711,-0.175823,-0.129752,-0.064313
2.080881,2.971732,2.264272,2.099818,2.338576,0.347924,0.680467,2.106883,2.321567,2.518628,0.202520,0.254887,0.188606,-0.103593,-0.048050,-0.031315,1.646904,1.859199,1.884281,1.450085,1.621716,1.666098,1.677109,1.677972,1.911041,1.284568,-0.212127,1.509280,0.207427,-0.184670,-0.133686,-0.086558
2.745456,4.000000,2.807908,2.232179,2.415957,0.339211,0.623452,1.864960,2.122024,2.489124,0.284815,0.310157,0.276606,-0.044998,0.007463,0.068404,1.767649,2.264823,2.088540,1.313517,1.488731,1.678664,1.588096,1.604633,1.897387,1.473892,-0.212127,1.548494,0.299924,-0.133656,-0.088259,-0.024505
1.771653,2.333389,1.913745,1.968026,2.310005,0.342327,0.628318,1.892753,1.925351,1.627466,0.076452,0.136913,0.068079,-0.150427,-0.084763,-0.055246,1.563357,1.581275,1.627011,1.352056,1.534218,1.599856,1.563703,1.586517,1.629431,1.047440,-0.212127,1.238456,0.112843,-0.197173,-0.142125,-0.074512
1.813231,2.339855,1.939569,2.000966,2.306666,0.349901,0.675801,2.066304,2.032400,1.767305,0.105100,0.173158,0.126531,-0.119345,-0.057250,-0.029258,1.463775,1.643640,1.732915,1.524550,1.623985,1.738238,1.717564,1.799960,1.778076,1.139737,-0.212127,1.091712,0.139593,-0.177911,-0.126317,-0.061839
1.663080,2.308932,1.822505,1.851754,2.182029,0.320967,0.653745,2.133337,2.107599,1.852743,0.115066,0.172059,0.107429,-0.129013,-0.090350,-0.072475,1.470373,1.534495,1.602011,1.297145,1.470751,1.657317,1.883010,1.967268,1.889783,1.245425,-0.212127,1.206172,0.152709,-0.202225,-0.157589,-0.120114
1.585580,2.262613,1.769255,1.846354,2.213658,0.338713,0.662266,2.001385,1.990625,1.850204,0.092396,0.158742,0.080492,-0.169587,-0.105096,-0.096638,1.317449,1.488141,1.546631,1.258536,1.430862,1.573939,1.625024,1.693141,1.668669,1.152987,-0.212127,1.074507,0.098614,-0.219342,-0.178669,-0.135946
