0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
-0.973753,-0.886231,-0.983417,-0.913515,-0.859408,-0.357728,0.163530,-0.872603,-0.967179,-0.896508,-0.429973,-0.331402,-0.734339,-0.676458,-0.493517,-0.755178,-1.039121,-0.945405,-0.945684,-0.941367,-0.941726,-0.802145,-0.877008,-0.798837,-1.065686,-0.845169,-0.174778,-1.001834,-0.896680,-0.716754,-0.632495,-0.747606
-0.990571,-0.911567,-0.987550,-0.926884,-0.863610,-0.351622,0.164503,-0.917456,-0.962138,-0.910158,-0.430469,-0.332116,-0.730593,-0.671889,-0.506346,-0.760783,-1.066156,-0.982460,-0.999201,-0.957599,-1.011773,-0.904668,-0.901050,-0.902784,-0.947809,-0.837303,-0.177504,-1.023641,-0.900789,-0.712339,-0.631791,-0.740466
-1.001317,-0.909249,-0.983084,-0.925348,-0.870408,-0.361319,0.162742,-0.925639,-0.989045,-0.929177,-0.428003,-0.332156,-0.759719,-0.666391,-0.497326,-0.758227,-1.083171,-0.977605,-0.993397,-0.973870,-1.008404,-0.908680,-0.908243,-0.903054,-0.991260,-0.841837,-0.176604,-1.024213,-0.903367,-0.709991,-0.631570,-0.723113
-1.003970,-0.920869,-0.987959,-0.909012,-0.854697,-0.362020,0.160742,-0.906651,-0.986753,-0.918706,-0.433376,-0.332082,-0.766944,-0.669204,-0.495882,-0.760393,-1.081759,-0.974359,-0.995769,-0.964861,-1.007605,-0.902690,-0.908841,-0.900390,-1.001513,-0.835618,-0.177278,-1.017870,-0.907111,-0.711585,-0.635461,-0.719282
-0.991592,-0.908433,-0.984032,-0.927185,-0.867037,-0.356176,0.168986,-0.910882,-0.984741,-0.910644,-0.429774,-0.325521,-0.752401,-0.666533,-0.483464,-0.752378,-1.054245,-0.983636,-0.991909,-0.968326,-0.962602,-0.872545,-0.916585,-0.888885,-1.033896,-0.839404,-0.176644,-1.010092,-0.892260,-0.711847,-0.629345,-0.727427
-0.913141,-0.854030,-0.929399,-0.883837,-0.844726,-0.358905,0.167040,-0.895437,-0.959800,-0.897426,-0.431831,-0.327033,-0.722459,-0.654573,-0.489017,-0.718499,-1.015196,-0.913171,-0.944395,-0.877343,-0.980478,-0.857878,-0.896755,-0.871966,-0.967892,-0.791958,-0.175541,-0.981756,-0.874772,-0.703551,-0.621191,-0.701956
-0.932713,-0.830319,-0.872613,-0.867182,-0.819176,-0.362234,0.171360,-0.887971,-0.965398,-0.923538,-0.427439,-0.320657,-0.745799,-0.660095,-0.500726,-0.740983,-1.024492,-0.925247,-0.940289,-0.922285,-0.993230,-0.886242,-0.438883,-0.882205,-1.026268,-0.837070,-0.175650,-0.996665,-0.882487,-0.701675,-0.625587,-0.720717
-0.861470,-0.807080,-0.842290,-0.792071,-0.781949,-0.114575,0.155481,-0.921075,-0.976818,-0.927269,-0.429285,-0.316326,-0.739805,-0.655544,-0.445117,-0.731609,-0.788251,-0.690948,-0.674045,-0.796333,-0.643674,-0.638154,-0.505916,-0.721972,-0.983108,-0.840453,-0.172704,-0.966158,-0.863874,-0.696078,-0.608773,-0.713011
-0.911246,-0.825008,-0.859963,-0.834889,-0.810371,-0.278625,0.170890,-0.924145,-0.978769,-0.890356,-0.435073,-0.322726,-0.753845,-0.653836,-0.481013,-0.739313,-0.946121,-0.897213,-0.874379,-0.890338,-0.945651,-0.837538,0.159563,-0.829434,-1.011757,-0.788629,-0.172310,-0.983514,-0.880579,-0.695785,-0.624710,-0.716275
-0.923709,-0.813074,-0.887678,-0.863560,-0.818787,-0.078651,0.146972,-0.947743,-0.970397,-0.923623,-0.432192,-0.323519,-0.751777,-0.662419,-0.492495,-0.733668,-0.995674,-0.907257,-0.889103,-0.909647,-0.961001,-0.850733,-0.035967,-0.859146,-0.988340,-0.854190,-0.175859,-1.016087,-0.883725,-0.698169,-0.618368,-0.725617
-0.926401,-0.829488,-0.895287,-0.891041,-0.841725,-0.070199,0.155141,-0.933889,-0.969491,-0.878019,-0.433326,-0.324465,-0.746311,-0.652430,-0.494973,-0.736019,-1.005019,-0.912412,-0.903096,-0.913934,-0.983306,-0.834941,0.031931,-0.881363,-1.039220,-0.847501,-0.175461,-1.009030,-0.883094,-0.702262,-0.641045,-0.728507
-0.913250,-0.825886,-0.882440,-0.886994,-0.855170,-0.063014,0.279626,-0.949840,-0.982439,-0.925874,-0.435113,-0.327856,-0.755238,-0.652282,-0.492441,-0.729513,-0.997518,-0.926242,-0.913681,-0.901273,-0.974395,-0.831021,0.088633,-0.884856,-1.031240,-0.891018,-0.175660,-1.016494,-0.887669,-0.697628,-0.636813,-0.722696
-0.934453,-0.829939,-0.904215,-0.904749,-0.867702,-0.033826,-0.173317,-0.933912,-0.922073,-0.938214,-0.435527,-0.328755,-0.749333,-0.682406,-0.496453,-0.737584,-1.016388,-0.925792,-0.917874,-0.924670,-0.972743,-0.825949,0.114708,-0.873682,-1.007720,-0.864708,-0.176076,-1.013848,-0.885357,-0.698332,-0.639636,-0.727842
-0.945154,-0.839275,-0.906075,-0.905855,-0.896347,-0.018627,-0.403880,-0.940340,-0.985858,-0.931427,-0.438039,-0.332036,-0.761673,-0.663050,-0.498853,-0.737747,-1.036613,-0.958656,-0.972095,-0.956073,-1.003485,-0.878065,0.157334,-0.915200,-0.975769,-0.893604,-0.176903,-1.031739,-0.891083,-0.702581,-0.634437,-0.709523
-0.986825,-0.880438,-0.947522,-0.945831,-0.915092,0.012644,-0.431170,-0.945313,-0.991259,-0.947102,-0.435183,-0.336568,-0.768981,-0.690254,-0.502993,-0.744973,-1.074513,-0.992635,-0.988297,-0.999011,-1.035085,-0.872684,0.164075,-0.909771,-1.005392,-0.867588,-0.178354,-1.052239,-0.898372,-0.696767,-0.653617,-0.732061
-1.002728,-0.890000,-0.953386,-0.955710,-0.924004,0.011339,-0.438450,-0.948601,-0.974627,-0.967760,-0.439975,-0.336272,-0.769447,-0.687825,-0.502827,-0.747980,-1.075609,-0.986242,-1.010318,-1.001992,-1.044201,-0.850625,0.170870,-0.929145,-0.954677,-0.883044,-0.178664,-1.057645,-0.900588,-0.702896,-0.657175,-0.739303
-0.996089,-0.889623,-0.957309,-0.953931,-0.921110,0.006775,-0.433552,-0.944348,-0.986385,-0.962974,-0.435845,-0.334679,-0.763560,-0.678265,-0.492792,-0.749901,-1.079053,-0.998025,-1.016185,-0.996519,-1.047391,-0.863388,0.197668,-0.930991,-0.920458,-0.856176,-0.178802,-1.053586,-0.900879,-0.694843,-0.655060,-0.735197
-1.002310,-0.872920,-0.966422,-0.955769,-0.926265,0.015741,-0.433861,-0.944624,-0.975630,-0.937344,-0.434836,-0.336378,-0.771628,-0.684015,-0.502103,-0.751197,-1.079539,-0.997857,-1.017327,-0.985910,-1.054021,-0.866854,0.204388,-0.916669,-0.899773,-0.839444,-0.173073,-1.045493,-0.901731,-0.697448,-0.669590,-0.738557
-0.995559,-0.888526,-0.962924,-0.960611,-0.925007,0.025806,-0.436664,-0.948629,-1.001746,-0.967459,-0.444126,-0.340133,-0.777407,-0.671887,-0.499377,-0.750229,-1.084844,-1.005555,-1.015905,-0.978356,-1.039504,-0.867112,0.206355,-0.911629,-0.832188,-0.890391,-0.182375,-1.074167,-0.905619,-0.704692,-0.672611,-0.711947
-0.984662,-0.875752,-0.929615,-0.931977,-0.914066,0.040673,-0.430631,-0.936179,-1.009741,-0.981000,-0.440773,-0.337765,-0.776119,-0.680979,-0.495678,-0.752148,-1.044951,-0.956370,-0.974388,-0.961317,-0.958858,-0.808238,0.213050,-0.886161,-0.878919,-0.878749,-0.181285,-1.064247,-0.895665,-0.699244,-0.665503,-0.732686
-0.989931,-0.870508,-0.925456,-0.927856,-0.897357,0.040257,-0.420772,-0.936314,-1.013684,-0.984594,-0.442831,-0.338622,-0.774524,-0.671929,-0.492961,-0.754846,-1.030714,-0.946952,-0.975048,-0.965180,-0.973390,-0.810296,0.227193,-0.895879,-0.988174,-0.883030,-0.181715,-1.062942,-0.899572,-0.694417,-0.669576,-0.728600
-0.992259,-0.881959,-0.953786,-0.933952,-0.922456,0.044584,-0.430417,-0.925508,-1.030566,-1.004826,-0.438038,-0.337478,-0.767867,-0.682590,-0.491850,-0.755790,-1.044627,-0.962219,-0.977978,-0.946703,-1.000349,-0.817342,0.219692,-0.861522,-0.873808,-0.880127,-0.181235,-1.068248,-0.895561,-0.701331,-0.667765,-0.724519
-0.991853,-0.881378,-0.951604,-0.945141,-0.914235,0.044115,-0.427817,-0.931132,-1.045808,-0.982346,-0.440862,-0.338313,-0.774991,-0.685904,-0.495238,-0.756247,-1.030115,-0.967171,-0.979052,-0.956012,-0.994646,-0.809429,0.238289,-0.876591,-0.916391,-0.891174,-0.181696,-1.067207,-0.898454,-0.699558,-0.669314,-0.730120
-0.997501,-0.885685,-0.933920,-0.961714,-0.922742,0.048348,-0.431782,-0.944656,-1.049370,-1.010742,-0.442249,-0.337775,-0.774708,-0.687918,-0.502137,-0.758398,-1.052584,-0.971296,-0.990091,-0.947692,-0.989293,-0.827735,0.232850,-0.873703,-0.912638,-0.886468,-0.182739,-1.071256,-0.898008,-0.694708,-0.669627,-0.730631
-0.945647,-0.862161,-0.942110,-0.907312,-0.889397,0.052082,-0.409991,-0.953636,-1.045231,-0.996700,-0.441214,-0.331249,-0.777434,-0.685644,-0.505380,-0.752191,-1.045967,-0.965327,-0.979509,-0.924452,-1.052682,-0.763448,0.242230,-0.883060,-0.965770,-0.897762,-0.180471,-1.044812,-0.892002,-0.694302,-0.665534,-0.730079
-1.038445,-0.906079,-1.006945,-1.007981,-0.955894,0.047310,-0.432459,-0.972708,-1.064752,-1.023905,-0.447805,-0.344654,-0.787594,-0.691845,-0.521840,-0.759938,-1.101551,-1.028396,-1.053805,-1.013695,-1.099255,-0.874604,0.218851,-0.934369,-0.976343,-0.903382,-0.185628,-1.106579,-0.917262,-0.701515,-0.672443,-0.733983
-1.038667,-0.917206,-0.997810,-1.013681,-0.965587,0.046866,-0.454341,-0.975660,-1.093243,-0.992939,-0.448198,-0.346866,-0.778103,-0.688672,-0.516444,-0.764627,-1.092470,-1.027290,-1.046957,-1.044069,-1.091108,-0.880059,0.233312,-0.898560,-0.978076,-0.898191,-0.185339,-1.088752,-0.915339,-0.703856,-0.665327,-0.724950
-1.040077,-0.914152,-1.005495,-1.012699,-0.966530,0.040144,-0.456876,-0.968908,-1.099801,-1.025976,-0.453061,-0.348697,-0.776457,-0.684084,-0.521120,-0.764963,-1.107589,-1.015538,-1.052182,-1.029437,-1.086093,-0.851033,0.208779,-0.944120,-0.967393,-0.916268,-0.188012,-1.115838,-0.920169,-0.702418,-0.669722,-0.736223
-1.038935,-0.908213,-1.027106,-1.011054,-0.973407,0.044721,-0.451540,-0.963830,-1.045606,-1.018867,-0.448657,-0.345721,-0.774122,-0.684530,-0.511844,-0.762479,-1.107516,-1.027117,-1.048244,-1.041140,-1.074179,-0.887484,0.213221,-0.895831,-0.971589,-0.936864,-0.187831,-1.113673,-0.915879,-0.701223,-0.662572,-0.724909
-1.042461,-0.909040,-1.033192,-1.002903,-0.970146,0.041389,-0.471722,-0.982854,-1.099629,-0.982206,-0.452320,-0.348896,-0.782543,-0.693837,-0.518300,-0.762426,-1.109521,-1.015649,-1.053279,-1.043955,-1.074513,-0.837575,0.197377,-0.951222,-0.895306,-0.927091,-0.187482,-1.115951,-0.919462,-0.702845,-0.669011,-0.736230
-1.019959,-0.908773,-0.980656,-0.959359,-0.947719,0.047726,-0.469229,-0.988371,-1.092793,-0.996513,-0.445821,-0.337535,-0.777620,-0.691325,-0.510462,-0.761805,-1.051052,-0.952130,-0.974744,-0.992266,-1.004876,-0.828660,0.222021,-0.910322,-1.043877,-0.924504,-0.186956,-1.103216,-0.913191,-0.705088,-0.664514,-0.740147
-1.009266,-0.911563,-1.014997,-0.989896,-0.974779,0.049500,-0.469118,-0.979283,-1.091957,-1.018464,-0.446337,-0.339114,-0.777355,-0.689069,-0.501997,-0.761067,-1.052075,-0.966599,-0.970110,-0.989980,-1.000647,-0.828273,0.230475,-0.913562,-1.016895,-0.878216,-0.186260,-1.093011,-0.897036,-0.703899,-0.649048,-0.737518
-0.993877,-0.832151,-1.018044,-0.939323,-0.951687,0.018381,-0.461929,-0.986629,-1.095041,-0.978474,-0.444645,-0.338763,-0.777119,-0.692459,-0.510540,-0.744720,-1.056517,-0.961195,-0.975566,-0.977758,-0.986224,-0.786660,0.151811,-0.913162,-0.997348,-0.963106,-0.184528,-1.091370,-0.909212,-0.695249,-0.665602,-0.732982
-0.701807,-0.791143,-0.793729,-0.793209,-0.858686,-0.021144,-0.439314,-0.936039,-0.955117,-0.891458,-0.419212,-0.315702,-0.683962,-0.631454,-0.490187,-0.683583,-0.800816,-0.786610,-0.784925,-0.819980,-0.801605,-0.716771,0.466436,-0.852384,-0.880086,-0.823420,-0.174364,-0.980481,-0.822938,-0.635452,-0.616878,-0.688294
-1.099748,-0.976543,-1.070266,-1.046612,-1.017954,0.044405,-0.477094,-0.965866,-1.119982,-1.042300,-0.442841,-0.343984,-0.789670,-0.705243,-0.513637,-0.773115,-1.141237,-1.013951,-1.048363,-1.072907,-1.040946,-0.842525,-0.399794,-0.920447,-1.089661,-0.982242,-0.190212,-1.124837,-0.938752,-0.707877,-0.675174,-0.738807
-1.111923,-0.999688,-1.132060,-1.072397,-1.027968,-0.222119,-0.482106,-1.029138,-1.099786,-1.051681,-0.449894,-0.351034,-0.798094,-0.683547,-0.523458,-0.775868,-1.125917,-0.997850,-1.039102,-1.089128,-1.033941,-0.878139,-0.557291,-0.946261,-1.057537,-0.992033,-0.189045,-1.137231,-0.951317,-0.711290,-0.677215,-0.753861
-1.139026,-1.023231,-1.125559,-1.099889,-1.055144,-0.366456,-0.485803,-1.019988,-1.115320,-1.054993,-0.452967,-0.357677,-0.805862,-0.703792,-0.524605,-0.800892,-1.187916,-1.080965,-1.120642,-1.116199,-1.090388,-0.932689,-0.830370,-0.895048,-1.069114,-0.919387,-0.192219,-1.157766,-0.952792,-0.702620,-0.671266,-0.751671
-1.138929,-1.026524,-1.133055,-1.087779,-1.053310,-0.353008,-0.474013,-1.060039,-1.083838,-1.052332,-0.446961,-0.346120,-0.793617,-0.699414,-0.518935,-0.798328,-1.197049,-1.050737,-1.112771,-1.111218,-1.096851,-0.914600,-0.925286,-0.935911,-1.025303,-0.988061,-0.183603,-1.150419,-0.951514,-0.717191,-0.673704,-0.752874
-1.145674,-0.982724,-1.132949,-1.094024,-1.057684,-0.362982,-0.487024,-1.072621,-1.110834,-1.050804,-0.455198,-0.348375,-0.753904,-0.688137,-0.523548,-0.791197,-1.182791,-1.079286,-1.117927,-1.111685,-1.102553,-0.913126,-0.952062,-0.924719,-0.997221,-1.029833,-0.186933,-1.136120,-0.950510,-0.713236,-0.666518,-0.689797
-1.131943,-1.020158,-1.115985,-1.092065,-1.036335,-0.377079,-0.478054,-1.088021,-1.100498,-1.048049,-0.454792,-0.343017,-0.668708,-0.634327,-0.513831,-0.773380,-1.194691,-1.080099,-1.122555,-1.122298,-1.095669,-0.927407,-0.957763,-0.918155,-1.095386,-1.012454,-0.185517,-1.139899,-0.937024,-0.692708,-0.656622,-0.711968
-1.088919,-1.002706,-1.084123,-1.040730,-1.007024,-0.364048,-0.479794,-1.058808,-1.075959,-1.032574,-0.448844,-0.338866,-0.708933,-0.661812,-0.506965,-0.767562,-1.144338,-1.045806,-1.082026,-1.076807,-1.038661,-0.870214,-0.931157,-0.891459,-1.143736,-0.941370,-0.179004,-1.100276,-0.912451,-0.700249,-0.640738,-0.685311
-1.075657,-0.928302,-1.008331,-0.941030,-0.792776,-0.360878,-0.414423,-0.896560,-0.965409,-0.921285,-0.428563,-0.318181,-0.599326,-0.587774,-0.473103,-0.690276,-1.107197,-0.938017,-0.947690,-0.838853,-0.806322,-0.681049,-0.791983,-0.676053,-1.019075,-0.808137,-0.171696,-1.054864,-0.660890,-0.594908,-0.597735,-0.645207
-0.925843,-0.877662,-0.932263,-0.932629,-0.880872,-0.379762,-0.433083,-0.959690,-0.993183,-0.953908,-0.430310,-0.315995,-0.532429,-0.526791,-0.442880,-0.653335,-1.036273,-0.913614,-0.907818,-0.902771,-0.863005,-0.734797,-0.838456,-0.774746,-1.140298,-0.876130,-0.174490,-1.021910,-0.618255,-0.461244,-0.534968,-0.594006
-0.744002,-0.699025,-0.804013,-0.777826,-0.686208,-0.367523,-0.388730,-0.853163,-0.760529,-0.735788,-0.381834,-0.255781,-0.383063,-0.366961,-0.276202,-0.377881,-0.886780,-0.753758,-0.778859,-0.772484,-0.717564,-0.642458,-0.678918,-0.675146,-1.056030,-0.804006,-0.167673,-0.890317,-0.603286,-0.428166,-0.525411,-0.549517
-0.838680,-0.791825,-0.847701,-0.796314,-0.736827,-0.362870,-0.388904,-0.837978,-0.861645,-0.811291,-0.409725,-0.290386,-0.498829,-0.473318,-0.364293,-0.499708,-0.927091,-0.827944,-0.830666,-0.798854,-0.761304,-0.689532,-0.751146,-0.692338,-1.104953,-0.800989,-0.167883,-0.943332,-0.685291,-0.492348,-0.447697,-0.483087
-0.793888,-0.759986,-0.821602,-0.762427,-0.695645,-0.339853,-0.370688,-0.791883,-0.835159,-0.784430,-0.403880,-0.290701,-0.509646,-0.481671,-0.351923,-0.440484,-0.933248,-0.777433,-0.806393,-0.744130,-0.729502,-0.681741,-0.723524,-0.635274,-0.967659,-0.792475,-0.165861,-0.938085,-0.691579,-0.509661,-0.509457,-0.516404
-0.738287,-0.747690,-0.788212,-0.754575,-0.695721,-0.357008,-0.374844,-0.813147,-0.830120,-0.780858,-0.399518,-0.271110,-0.435572,-0.391312,-0.218929,-0.233198,-0.879732,-0.783961,-0.796045,-0.757353,-0.718219,-0.653927,-0.730491,-0.671556,-1.070773,-0.764722,-0.165402,-0.904955,-0.651373,-0.468931,-0.417040,-0.370200
